LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,datetime,occupancy,radius_miles,geohash,delimited
-122.3974306,37.751691,1837,25th Street,,,,,94107,,2025-06-29 00:07:39.498912,6.0,2.5634129678298043,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1915,25th Street,,,,,94107,,2025-06-29 00:07:39.829249,4.0,2.671413187068702,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1913,25th Street,,,,,94107,,2025-06-29 00:07:40.159586,6.0,2.9352801506994837,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1911,25th Street,,,,,94107,,2025-06-29 00:07:40.489924,5.0,1.1966361209452738,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1909,25th Street,,,,,94107,,2025-06-29 00:07:40.820261,3.0,2.165314676662076,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1907,25th Street,,,,,94107,,2025-06-29 00:07:41.150598,6.0,2.3568762755467723,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1905,25th Street,,,,,94107,,2025-06-29 00:07:41.480935,5.0,1.6784742361531648,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.3974306,37.751691,1903,25th Street,,,,,94107,,2025-06-29 00:07:41.811272,6.0,1.8332978121440764,9q8yyb2zt1kb,"37.751691,-122.3974306"
-122.398034,37.7524472,1926,25th Street,,,,,94107,,2025-06-29 00:07:42.141609,3.0,1.2699519277583555,9q8yyb87zn4z,"37.7524472,-122.398034"
-122.398034,37.7524472,1924,25th Street,,,,,94107,,2025-06-29 00:07:42.471946,3.0,1.365569055563061,9q8yyb87zn4z,"37.7524472,-122.398034"
-122.3982928,37.7524322,1998,25th Street,,,,,94107,,2025-06-29 00:07:42.802283,6.0,2.3809113207145054,9q8yyb87c53y,"37.7524322,-122.3982928"
-122.3982065,37.7524372,1996,25th Street,,,,,94107,,2025-06-29 00:07:43.132620,6.0,1.3562601766148614,9q8yyb87gh67,"37.7524372,-122.3982065"
-122.3981203,37.7524422,1986,25th Street,,,,,94107,,2025-06-29 00:07:43.462958,4.0,1.898014290052778,9q8yyb87vj69,"37.7524422,-122.3981203"
-122.3974833,37.7530487,1834,25th Street,,,,,94107,,2025-06-29 00:07:43.793295,6.0,2.7803454541980703,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1832,25th Street,,,,,94107,,2025-06-29 00:07:44.123632,5.0,1.9944727864155058,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1830,25th Street,,,,,94107,,2025-06-29 00:07:44.453969,2.0,2.432386049079024,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1828,25th Street,,,,,94107,,2025-06-29 00:07:44.784306,5.0,1.4599322449214391,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1826,25th Street,,,,,94107,,2025-06-29 00:07:45.114643,2.0,2.2810452323135353,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1824,25th Street,,,,,94107,,2025-06-29 00:07:45.444980,6.0,1.8119611228376864,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1822,25th Street,,,,,94107,,2025-06-29 00:07:45.775317,4.0,1.1110525181954891,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1860,25th Street,,,,,94107,,2025-06-29 00:07:46.105654,3.0,2.081932012501067,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1858,25th Street,,,,,94107,,2025-06-29 00:07:46.435991,5.0,2.5957461384160387,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1856,25th Street,,,,,94107,,2025-06-29 00:07:46.766329,4.0,1.2028882012474473,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1854,25th Street,,,,,94107,,2025-06-29 00:07:47.096666,4.0,1.2830921204957773,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1852,25th Street,,,,,94107,,2025-06-29 00:07:47.427003,4.0,1.2540419686533768,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1850,25th Street,,,,,94107,,2025-06-29 00:07:47.757340,6.0,2.856229016490279,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1848,25th Street,,,,,94107,,2025-06-29 00:07:48.087677,6.0,1.8568980650939768,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1846,25th Street,,,,,94107,,2025-06-29 00:07:48.418014,3.0,1.3311445668674327,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1844,25th Street,,,,,94107,,2025-06-29 00:07:48.748351,3.0,2.067051352937248,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1842,25th Street,,,,,94107,,2025-06-29 00:07:49.078688,3.0,2.6971197288309634,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1892,25th Street,,,,,94107,,2025-06-29 00:07:49.409025,2.0,1.7407109701426415,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1890,25th Street,,,,,94107,,2025-06-29 00:07:49.739362,3.0,1.8068714826568584,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1888,25th Street,,,,,94107,,2025-06-29 00:07:50.069700,2.0,2.597900901278566,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1886,25th Street,,,,,94107,,2025-06-29 00:07:50.400037,1.0,2.1688095946279677,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1884,25th Street,,,,,94107,,2025-06-29 00:07:50.730374,6.0,2.6358046847597736,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1882,25th Street,,,,,94107,,2025-06-29 00:07:51.060711,6.0,2.897669894351111,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1880,25th Street,,,,,94107,,2025-06-29 00:07:51.391048,5.0,1.738466622920922,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1878,25th Street,,,,,94107,,2025-06-29 00:07:51.721385,1.0,2.6703543262033858,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1876,25th Street,,,,,94107,,2025-06-29 00:07:52.051722,5.0,2.7928980915865553,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1874,25th Street,,,,,94107,,2025-06-29 00:07:52.382059,4.0,1.9755002755072628,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1872,25th Street,,,,,94107,,2025-06-29 00:07:52.712396,3.0,2.3676929430131706,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1870,25th Street,,,,,94107,,2025-06-29 00:07:53.042734,3.0,2.7679512094565277,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1868,25th Street,,,,,94107,,2025-06-29 00:07:53.373071,6.0,2.6055242109346715,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1866,25th Street,,,,,94107,,2025-06-29 00:07:53.703408,3.0,2.3135969801184935,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1864,25th Street,,,,,94107,,2025-06-29 00:07:54.033745,3.0,2.824260539285203,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1840,25th Street,,,,,94107,,2025-06-29 00:07:54.364082,2.0,2.7414150380243782,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1820,25th Street,,,,,94107,,2025-06-29 00:07:54.694419,5.0,2.61848643748411,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.3974833,37.7530487,1800,25th Street,,,,,94107,,2025-06-29 00:07:55.024756,1.0,1.8930740020724668,9q8yyb8z7yme,"37.7530487,-122.3974833"
-122.39862,37.7498552,2190,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:55.355093,3.0,1.07074088589002,9q8yyb0hc7jc,"37.7498552,-122.39862"
-122.4018174,37.7497577,2550,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:55.685430,6.0,2.3259939101612326,9q8yy8jsqbvu,"37.7497577,-122.4018174"
-122.3992124,37.7501239,2100,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:56.015767,1.0,1.8670632104218978,9q8yy8pw7thh,"37.7501239,-122.3992124"
-122.4011301,37.7499165,2400,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:56.346105,4.0,2.307521448129809,9q8yy8njnyqr,"37.7499165,-122.4011301"
-122.4004209,37.7499453,2300,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:56.676442,6.0,1.5407955109753038,9q8yy8ntr7z5,"37.7499453,-122.4004209"
-122.3980514,37.7498594,2140,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:57.006779,1.0,1.9278311015498544,9q8yyb0kyevf,"37.7498594,-122.3980514"
-122.3982472,37.7498212,2150,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:57.337116,4.0,2.020936159830634,9q8yyb0kdhey,"37.7498212,-122.3982472"
-122.3985261,37.7498127,2170,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:57.667453,1.0,2.6830506257795674,9q8yyb0hee5u,"37.7498127,-122.3985261"
-122.3995614,37.7497464,2200,Cesar Chavez Street,,,,,94107,,2025-06-29 00:07:57.997790,5.0,1.6601045685891738,9q8yy8pk5wb0,"37.7497464,-122.3995614"
-122.3988886,37.7490139,2175,Cesar Chavez Street,,,,,94124,,2025-06-29 00:07:58.328127,2.0,2.8231891530628084,9q8ywxzzgnjx,"37.7490139,-122.3988886"
-122.4005525,37.7488014,2323,Cesar Chavez Street,,,,,94124,,2025-06-29 00:07:58.658464,3.0,1.7070642774551505,9q8ywxywsqsg,"37.7488014,-122.4005525"
-122.4399656,37.7249504,185,Otsego Avenue,,,,,94112,,2025-06-29 00:07:58.988801,6.0,2.1916832291540027,9q8ytg9gy02q,"37.7249504,-122.4399656"
-122.4400593,37.7248012,195,Otsego Avenue,,,,,94112,,2025-06-29 00:07:59.319139,6.0,2.057707954001282,9q8ytg9fguds,"37.7248012,-122.4400593"
-122.4397528,37.7251856,149,Otsego Avenue,,,,,94112,,2025-06-29 00:07:59.649476,1.0,1.8190902700801521,9q8ytgdj4ur1,"37.7251856,-122.4397528"
-122.4397945,37.7251002,161,Otsego Avenue,,,,,94112,,2025-06-29 00:07:59.979813,3.0,1.9978003929154948,9q8ytgdhdh2h,"37.7251002,-122.4397945"
-122.4398401,37.7250043,169,Otsego Avenue,,,,,94112,,2025-06-29 00:08:00.310150,4.0,2.8874004350704063,9q8ytgdh0fw0,"37.7250043,-122.4398401"
-122.4394811,37.7256435,107,Otsego Avenue,,,,,94112,,2025-06-29 00:08:00.640487,5.0,1.1801491568511175,9q8ytgdrc39t,"37.7256435,-122.4394811"
-122.4395244,37.725576,115,Otsego Avenue,,,,,94112,,2025-06-29 00:08:00.970824,3.0,2.8672127733884256,9q8ytgdr2m16,"37.725576,-122.4395244"
-122.4395736,37.7254999,119,Otsego Avenue,,,,,94112,,2025-06-29 00:08:01.301161,1.0,1.5899046793633511,9q8ytgdnznus,"37.7254999,-122.4395736"
-122.4396303,37.7254107,125,Otsego Avenue,,,,,94112,,2025-06-29 00:08:01.631498,2.0,2.698287872543342,9q8ytgdnmy62,"37.7254107,-122.4396303"
-122.4396747,37.7253337,137,Otsego Avenue,,,,,94112,,2025-06-29 00:08:01.961835,6.0,2.3610548980776667,9q8ytgdjuzcm,"37.7253337,-122.4396747"
-122.4397132,37.725263,141,Otsego Avenue,,,,,94112,,2025-06-29 00:08:02.292172,1.0,2.4437183782364285,9q8ytgdjefsx,"37.725263,-122.4397132"
-122.440421,37.7253232,164,Otsego Avenue,,,,,94112,,2025-06-29 00:08:02.622510,6.0,2.3721837675316175,9q8ytg9tgmuy,"37.7253232,-122.440421"
-122.440376,37.7253996,160,Otsego Avenue,,,,,94112,,2025-06-29 00:08:02.952847,1.0,2.6923820791499042,9q8ytg9wkknq,"37.7253996,-122.440376"
-122.4403381,37.725463,156,Otsego Avenue,,,,,94112,,2025-06-29 00:08:03.283184,4.0,2.256457240885128,9q8ytg9wv248,"37.725463,-122.4403381"
-122.4403,37.7255254,148,Otsego Avenue,,,,,94112,,2025-06-29 00:08:03.613521,5.0,1.610820938671287,9q8ytg9xn5xh,"37.7255254,-122.4403"
-122.4402609,37.7255873,142,Otsego Avenue,,,,,94112,,2025-06-29 00:08:03.943858,3.0,2.842142773194668,9q8ytg9xrphm,"37.7255873,-122.4402609"
-122.4402209,37.7256487,136,Otsego Avenue,,,,,94112,,2025-06-29 00:08:04.274195,2.0,2.9295862888218553,9q8ytg9zb4dh,"37.7256487,-122.4402209"
-122.4400093,37.7259496,106,Otsego Avenue,,,,,94112,,2025-06-29 00:08:04.604532,6.0,1.8967027319946808,9q8ytgccsfxz,"37.7259496,-122.4400093"
-122.4399668,37.7260086,102,Otsego Avenue,,,,,94112,,2025-06-29 00:08:04.934869,4.0,2.9673775549554016,9q8ytgccvvxx,"37.7260086,-122.4399668"
-122.4394284,37.72571,101,Otsego Avenue,,,,,94112,,2025-06-29 00:08:05.265206,6.0,2.145952796131377,9q8ytgf24w11,"37.72571,-122.4394284"
-122.4401799,37.7257096,130,Otsego Avenue,,,,,94112,,2025-06-29 00:08:05.595544,1.0,1.302078961591062,9q8ytgcb1jbx,"37.7257096,-122.4401799"
-122.4401378,37.7257699,124,Otsego Avenue,,,,,94112,,2025-06-29 00:08:05.925881,2.0,1.4011126904493647,9q8ytgcbd10p,"37.7257699,-122.4401378"
-122.440095,37.7258298,118,Otsego Avenue,,,,,94112,,2025-06-29 00:08:06.256218,6.0,1.4300505889667081,9q8ytgcbfuru,"37.7258298,-122.440095"
-122.4400521,37.7258897,112,Otsego Avenue,,,,,94112,,2025-06-29 00:08:06.586555,2.0,2.7625178602294542,9q8ytgcc5zxc,"37.7258897,-122.4400521"
-122.4031093,37.7489527,2627,Cesar Chavez Street,,,,,94124,,2025-06-29 00:08:06.916892,6.0,1.7613602062975287,9q8ywxuz8ff6,"37.7489527,-122.4031093"
-122.4031093,37.7489527,2627,Cesar Chavez Street,,,,,94124,,2025-06-29 00:08:07.247229,5.0,2.1492474998456266,9q8ywxuz8ff6,"37.7489527,-122.4031093"
-122.4024092,37.7489793,2535,Cesar Chavez Street,,,,,94124,,2025-06-29 00:08:07.577566,1.0,1.2264121435378197,9q8ywxvr9pu8,"37.7489793,-122.4024092"
-122.4024092,37.7489793,2505,Cesar Chavez Street,,,,,94124,,2025-06-29 00:08:07.907903,3.0,2.831357751926657,9q8ywxvr9pu8,"37.7489793,-122.4024092"
-122.4024092,37.7489793,2501,Cesar Chavez Street,,,,,94124,,2025-06-29 00:08:08.238240,4.0,2.923776885438966,9q8ywxvr9pu8,"37.7489793,-122.4024092"
-122.4474754,37.7333074,434,Mangels Avenue,,,,,94127,,2025-06-29 00:08:08.568577,3.0,1.0773903657044865,9q8ytthkrn2d,"37.7333074,-122.4474754"
-122.4485982,37.7332003,494,Mangels Avenue,,,,,94127,,2025-06-29 00:08:08.898915,1.0,2.9738315867491165,9q8ytt5euf7e,"37.7332003,-122.4485982"
-122.4482967,37.7333044,474,Mangels Avenue,,,,,94127,,2025-06-29 00:08:09.229252,6.0,2.478820644857933,9q8ytt5u7vu2,"37.7333044,-122.4482967"
-122.4482102,37.7333047,470,Mangels Avenue,,,,,94127,,2025-06-29 00:08:09.559589,1.0,1.5107204765290259,9q8ytt5umvuf,"37.7333047,-122.4482102"
-122.4481238,37.733305,468,Mangels Avenue,,,,,94127,,2025-06-29 00:08:09.889926,6.0,2.920089820945959,9q8ytt5urvv7,"37.733305,-122.4481238"
-122.4480373,37.7333053,462,Mangels Avenue,,,,,94127,,2025-06-29 00:08:10.220263,5.0,1.4873447638829613,9q8ytthh3vvv,"37.7333053,-122.4480373"
-122.4479509,37.7333056,458,Mangels Avenue,,,,,94127,,2025-06-29 00:08:10.550600,1.0,1.064373616039843,9q8ytthh7vyp,"37.7333056,-122.4479509"
-122.4478644,37.733306,454,Mangels Avenue,,,,,94127,,2025-06-29 00:08:10.880937,4.0,1.0731851774415302,9q8ytthhmyn9,"37.733306,-122.4478644"
-122.447778,37.7333063,450,Mangels Avenue,,,,,94127,,2025-06-29 00:08:11.211274,1.0,1.9962414488107783,9q8ytthhryp5,"37.7333063,-122.447778"
-122.4476915,37.7333066,446,Mangels Avenue,,,,,94127,,2025-06-29 00:08:11.541611,2.0,2.406713651583196,9q8ytthk3ypt,"37.7333066,-122.4476915"
-122.4476051,37.7333069,442,Mangels Avenue,,,,,94127,,2025-06-29 00:08:11.871948,4.0,2.8589856189346805,9q8ytthkkn0p,"37.7333069,-122.4476051"
-122.4473457,37.7333078,430,Mangels Avenue,,,,,94127,,2025-06-29 00:08:12.202286,6.0,2.8504719588655014,9q8ytths6n3k,"37.7333078,-122.4473457"
-122.4472593,37.7333081,426,Mangels Avenue,,,,,94127,,2025-06-29 00:08:12.532623,5.0,1.611102295104718,9q8ytthskn3y,"37.7333081,-122.4472593"
-122.4471728,37.7333084,420,Mangels Avenue,,,,,94127,,2025-06-29 00:08:12.862960,1.0,1.3054574038684834,9q8ytthsqnd2,"37.7333084,-122.4471728"
-122.4470864,37.7333088,418,Mangels Avenue,,,,,94127,,2025-06-29 00:08:13.193297,2.0,1.3029492084555752,9q8ytthu2ndf,"37.7333088,-122.4470864"
-122.4469999,37.7333091,414,Mangels Avenue,,,,,94127,,2025-06-29 00:08:13.523634,4.0,1.9600142895969475,9q8ytthu6nek,"37.7333091,-122.4469999"
-122.4469135,37.7333094,410,Mangels Avenue,,,,,94127,,2025-06-29 00:08:13.853971,5.0,2.2584914994907486,9q8ytthuknew,"37.7333094,-122.4469135"
-122.446827,37.7333097,406,Mangels Avenue,,,,,94127,,2025-06-29 00:08:14.184308,5.0,2.8715248376091727,9q8ytthuqnsp,"37.7333097,-122.446827"
-122.4467454,37.7333099,400,Mangels Avenue,,,,,94127,,2025-06-29 00:08:14.514645,4.0,2.0419307131531017,9q8yttjh2nc1,"37.7333099,-122.4467454"
-122.4466513,37.7328439,401,Mangels Avenue,,,,,94127,,2025-06-29 00:08:14.844982,6.0,1.1545016197460878,9q8yttj1dpzj,"37.7328439,-122.4466513"
-122.4468242,37.7328432,409,Mangels Avenue,,,,,94127,,2025-06-29 00:08:15.175320,1.0,1.6720887698859142,9q8ytthcwpy3,"37.7328432,-122.4468242"
-122.4469107,37.7328429,415,Mangels Avenue,,,,,94127,,2025-06-29 00:08:15.505657,4.0,2.3132511742944057,9q8ytthcsptz,"37.7328429,-122.4469107"
-122.4469971,37.7328425,419,Mangels Avenue,,,,,94127,,2025-06-29 00:08:15.835994,5.0,1.7360907444858495,9q8ytthcdptk,"37.7328425,-122.4469971"
-122.4470836,37.7328422,421,Mangels Avenue,,,,,94127,,2025-06-29 00:08:16.166331,2.0,1.2983026809829266,9q8ytthc8psg,"37.7328422,-122.4470836"
-122.44717,37.7328418,423,Mangels Avenue,,,,,94127,,2025-06-29 00:08:16.496668,2.0,1.6650619353232374,9q8ytth9wps2,"37.7328418,-122.44717"
-122.4472565,37.7328415,427,Mangels Avenue,,,,,94127,,2025-06-29 00:08:16.827005,3.0,2.341950482923919,9q8ytth9sp7y,"37.7328415,-122.4472565"
-122.4473429,37.7328411,431,Mangels Avenue,,,,,94127,,2025-06-29 00:08:17.157342,6.0,1.3505194187705598,9q8ytth9dp7s,"37.7328411,-122.4473429"
-122.4474294,37.7328408,435,Mangels Avenue,,,,,94127,,2025-06-29 00:08:17.487679,4.0,1.653729227390939,9q8ytth98p74,"37.7328408,-122.4474294"
-122.4475158,37.7328404,439,Mangels Avenue,,,,,94127,,2025-06-29 00:08:17.818016,5.0,1.1383958915109995,9q8ytth3wp68,"37.7328404,-122.4475158"
-122.4476023,37.7328401,443,Mangels Avenue,,,,,94127,,2025-06-29 00:08:18.148353,1.0,2.8297087338412092,9q8ytth3sp4n,"37.7328401,-122.4476023"
-122.4476887,37.7328397,447,Mangels Avenue,,,,,94127,,2025-06-29 00:08:18.478691,5.0,2.542888714809574,9q8ytth3dp1s,"37.7328397,-122.4476887"
-122.4477752,37.7328394,451,Mangels Avenue,,,,,94127,,2025-06-29 00:08:18.809028,6.0,1.9425135779023583,9q8ytth38p14,"37.7328394,-122.4477752"
-122.4478616,37.732839,455,Mangels Avenue,,,,,94127,,2025-06-29 00:08:19.139365,2.0,2.0939990474348753,9q8ytth1wp0b,"37.732839,-122.4478616"
-122.4479481,37.7328387,459,Mangels Avenue,,,,,94127,,2025-06-29 00:08:19.469702,3.0,1.1801221427099482,9q8ytth1snbq,"37.7328387,-122.4479481"
-122.4480345,37.7328383,463,Mangels Avenue,,,,,94127,,2025-06-29 00:08:19.800039,3.0,1.3718344955265536,9q8ytth19yzg,"37.7328383,-122.4480345"
-122.4482074,37.7328376,471,Mangels Avenue,,,,,94127,,2025-06-29 00:08:20.130376,1.0,2.3761959009755236,9q8ytt5ctywz,"37.7328376,-122.4482074"
-122.4482939,37.7328373,475,Mangels Avenue,,,,,94127,,2025-06-29 00:08:20.460713,2.0,1.8774967345802267,9q8ytt5ceywm,"37.7328373,-122.4482939"
-122.4483803,37.7328369,479,Mangels Avenue,,,,,94127,,2025-06-29 00:08:20.791050,5.0,2.8783729929881954,9q8ytt5c9ytg,"37.7328369,-122.4483803"
-122.4485979,37.732939,495,Mangels Avenue,,,,,94127,,2025-06-29 00:08:21.121387,3.0,1.5729317332696977,9q8ytt5dkces,"37.732939,-122.4485979"
-122.4467378,37.7328436,405,Mangels Avenue,,,,,94127,,2025-06-29 00:08:21.451725,1.0,1.4898311981520778,9q8yttj18pye,"37.7328436,-122.4467378"
-122.4444607,37.7329039,301,Mangels Avenue,,,,,94127,,2025-06-29 00:08:21.782062,4.0,2.4650913897910867,9q8yttndj70e,"37.7329039,-122.4444607"
-122.4445429,37.732904,305,Mangels Avenue,,,,,94127,,2025-06-29 00:08:22.112399,4.0,1.9110594094958566,9q8yttnd5757,"37.732904,-122.4445429"
-122.4446293,37.7329036,307,Mangels Avenue,,,,,94127,,2025-06-29 00:08:22.442736,6.0,1.8713988098954897,9q8yttnd174c,"37.7329036,-122.4446293"
-122.4447158,37.7329033,311,Mangels Avenue,,,,,94127,,2025-06-29 00:08:22.773073,1.0,1.9420893537711355,9q8yttn6p6fr,"37.7329033,-122.4447158"
-122.4448022,37.7328686,317,Mangels Avenue,,,,,94127,,2025-06-29 00:08:23.103410,3.0,1.869016333905257,9q8yttn3vkd0,"37.7328686,-122.4448022"
-122.4448886,37.7328682,321,Mangels Avenue,,,,,94127,,2025-06-29 00:08:23.433747,6.0,2.6514505383448963,9q8yttn3gk3w,"37.7328682,-122.4448886"
-122.4449751,37.7328679,325,Mangels Avenue,,,,,94127,,2025-06-29 00:08:23.764084,3.0,1.2399747767572908,9q8yttn3ck3h,"37.7328679,-122.4449751"
-122.4450615,37.7328675,329,Mangels Avenue,,,,,94127,,2025-06-29 00:08:24.094421,3.0,2.4853237588754107,9q8yttn1zk2d,"37.7328675,-122.4450615"
-122.445148,37.7328672,333,Mangels Avenue,,,,,94127,,2025-06-29 00:08:24.424758,2.0,1.2903153439931205,9q8yttn1vk20,"37.7328672,-122.445148"
-122.4452344,37.7328668,337,Mangels Avenue,,,,,94127,,2025-06-29 00:08:24.755096,3.0,2.5205957039982625,9q8yttn1ghpt,"37.7328668,-122.4452344"
-122.4453209,37.7328665,341,Mangels Avenue,,,,,94127,,2025-06-29 00:08:25.085433,4.0,1.889485795983471,9q8yttn1chph,"37.7328665,-122.4453209"
-122.4454073,37.7328661,345,Mangels Avenue,,,,,94127,,2025-06-29 00:08:25.415770,6.0,2.758482683043292,9q8yttjczhnc,"37.7328661,-122.4454073"
-122.4454938,37.7328658,349,Mangels Avenue,,,,,94127,,2025-06-29 00:08:25.746107,4.0,2.7479547089717173,9q8yttjcv5yr,"37.7328658,-122.4454938"
-122.4455802,37.7328654,353,Mangels Avenue,,,,,94127,,2025-06-29 00:08:26.076444,6.0,1.6976744305385585,9q8yttjcg5vv,"37.7328654,-122.4455802"
-122.4456667,37.7328651,357,Mangels Avenue,,,,,94127,,2025-06-29 00:08:26.406781,6.0,1.2559772240478284,9q8yttjcc5v7,"37.7328651,-122.4456667"
-122.4457531,37.7328647,361,Mangels Avenue,,,,,94127,,2025-06-29 00:08:26.737118,5.0,2.1077826724877586,9q8yttj9z5uc,"37.7328647,-122.4457531"
-122.4458396,37.7328644,365,Mangels Avenue,,,,,94127,,2025-06-29 00:08:27.067455,4.0,1.8372550422598044,9q8yttj9v5sr,"37.7328644,-122.4458396"
-122.445926,37.732864,369,Mangels Avenue,,,,,94127,,2025-06-29 00:08:27.397792,5.0,1.7249618966606495,9q8yttj9g5sj,"37.732864,-122.445926"
-122.4460125,37.7328637,373,Mangels Avenue,,,,,94127,,2025-06-29 00:08:27.728130,5.0,2.2611211879740534,9q8yttj9c5ee,"37.7328637,-122.4460125"
-122.4460989,37.7328633,377,Mangels Avenue,,,,,94127,,2025-06-29 00:08:28.058467,1.0,2.4759773887924323,9q8yttj3z5e1,"37.7328633,-122.4460989"
-122.4461854,37.732863,381,Mangels Avenue,,,,,94127,,2025-06-29 00:08:28.388804,1.0,1.4282657968749026,9q8yttj3v56x,"37.732863,-122.4461854"
-122.4462718,37.7328626,385,Mangels Avenue,,,,,94127,,2025-06-29 00:08:28.719141,6.0,1.5622068778425577,9q8yttj3g56h,"37.7328626,-122.4462718"
-122.4463583,37.7328623,389,Mangels Avenue,,,,,94127,,2025-06-29 00:08:29.049478,1.0,1.5032212138766619,9q8yttj3c53e,"37.7328623,-122.4463583"
-122.4464447,37.7328619,393,Mangels Avenue,,,,,94127,,2025-06-29 00:08:29.379815,4.0,2.5022465693431792,9q8yttj1z532,"37.7328619,-122.4464447"
-122.4465312,37.7328616,397,Mangels Avenue,,,,,94127,,2025-06-29 00:08:29.710152,6.0,2.2777873153947743,9q8yttj1v50y,"37.7328616,-122.4465312"
-122.4464569,37.7333112,394,Mangels Avenue,,,,,94127,,2025-06-29 00:08:30.040489,2.0,2.6484292682375923,9q8yttjhqz00,"37.7333112,-122.4464569"
-122.4463703,37.7333113,390,Mangels Avenue,,,,,94127,,2025-06-29 00:08:30.370826,6.0,2.5802481381657376,9q8yttjk2z0c,"37.7333113,-122.4463703"
-122.4462838,37.7333116,386,Mangels Avenue,,,,,94127,,2025-06-29 00:08:30.701163,3.0,1.5499626096261176,9q8yttjk6z17,"37.7333116,-122.4462838"
-122.4461974,37.7333119,382,Mangels Avenue,,,,,94127,,2025-06-29 00:08:31.031501,4.0,1.4340849356402783,9q8yttjkkz1t,"37.7333119,-122.4461974"
-122.4461109,37.7333123,378,Mangels Avenue,,,,,94127,,2025-06-29 00:08:31.361838,2.0,1.3350201096182348,9q8yttjkqz4p,"37.7333123,-122.4461109"
-122.4460245,37.7333126,374,Mangels Avenue,,,,,94127,,2025-06-29 00:08:31.692175,5.0,2.35216518034478,9q8yttjs2z69,"37.7333126,-122.4460245"
-122.445938,37.7333129,370,Mangels Avenue,,,,,94127,,2025-06-29 00:08:32.022512,1.0,1.3695649705894775,9q8yttjs6z74,"37.7333129,-122.445938"
